2 100 -20 20 100
-1.0 -1.0 12.0
-1.0 -0.98 11.799999999999999
-1.0 -0.96 11.6
-1.0 -0.94 11.4
-1.0 -0.92 11.200000000000001
-1.0 -0.9 11.0
-1.0 -0.88 10.8
-1.0 -0.86 10.6
-1.0 -0.84 10.4
-1.0 -0.8200000000000001 10.2
-1.0 -0.8 10.0
-1.0 -0.78 9.8
-1.0 -0.76 9.600000000000001
-1.0 -0.74 9.399999999999999
-1.0 -0.72 9.2
-1.0 -0.7 9.0
-1.0 -0.6799999999999999 8.8
-1.0 -0.6599999999999999 8.599999999999998
-1.0 -0.64 8.4
-1.0 -0.62 8.2
-1.0 -0.6 8.0
-1.0 -0.5800000000000001 7.800000000000001
-1.0 -0.56 7.6000000000000005
-1.0 -0.54 7.4
-1.0 -0.52 7.2
-1.0 -0.5 7.0
-1.0 -0.48 6.8
-1.0 -0.45999999999999996 6.6
-1.0 -0.43999999999999995 6.3999999999999995
-1.0 -0.42000000000000004 6.200000000000001
-1.0 -0.4 6.0
-1.0 -0.38 5.800000000000001
-1.0 -0.36 5.6
-1.0 -0.33999999999999997 5.4
-1.0 -0.31999999999999995 5.199999999999999
-1.0 -0.29999999999999993 5.0
-1.0 -0.28 4.800000000000001
-1.0 -0.26 4.6
-1.0 -0.24 4.4
-1.0 -0.21999999999999997 4.199999999999999
-1.0 -0.19999999999999996 3.9999999999999996
-1.0 -0.17999999999999994 3.7999999999999994
-1.0 -0.16000000000000003 3.6
-1.0 -0.14 3.4
-1.0 -0.12 3.1999999999999997
-1.0 -0.09999999999999998 2.9999999999999996
-1.0 -0.07999999999999996 2.7999999999999994
-1.0 -0.05999999999999994 2.599999999999999
-1.0 -0.040000000000000036 2.4000000000000004
-1.0 -0.020000000000000018 2.2
-1.0 0.0 2.0
-1.0 0.020000000000000018 1.7999999999999998
-1.0 0.040000000000000036 1.5999999999999996
-1.0 0.06000000000000005 1.3999999999999995
-1.0 0.08000000000000007 1.1999999999999993
-1.0 0.10000000000000009 0.9999999999999991
-1.0 0.1200000000000001 0.7999999999999989
-1.0 0.14000000000000012 0.5999999999999988
-1.0 0.15999999999999992 0.4000000000000008
-1.0 0.17999999999999994 0.20000000000000062
-1.0 0.19999999999999996 4.440892098500626e-16
-1.0 0.21999999999999997 -0.19999999999999973
-1.0 0.24 -0.3999999999999999
-1.0 0.26 -0.6000000000000001
-1.0 0.28 -0.8000000000000003
-1.0 0.30000000000000004 -1.0000000000000009
-1.0 0.32000000000000006 -1.2000000000000002
-1.0 0.3400000000000001 -1.4000000000000012
-1.0 0.3600000000000001 -1.6000000000000005
-1.0 0.3800000000000001 -1.8000000000000016
-1.0 0.40000000000000013 -2.000000000000001
